case:concept:name,concept:name,time:timestamp,org:resource,lifecycle:transition,case:applicant_type,case:priority,cost:amount
case_0277,request_additional_info,2024-01-16 09:00:00-05:00,,complete,existing_business,normal,0.0
case_0277,applicant_provided_info,2024-01-19 12:31:34.416214-05:00,,complete,existing_business,normal,0.0
case_0277,review_in_progress,2024-01-22 09:00:00-05:00,reviewer_003,complete,existing_business,normal,51.73
case_0277,request_additional_info,2024-01-25 11:08:09.387130-05:00,,complete,existing_business,normal,0.0
case_0277,applicant_provided_info,2024-01-30 16:56:21.601719-05:00,,complete,existing_business,normal,0.0
case_0277,review_in_progress,2024-02-02 09:00:00-05:00,reviewer_002,complete,existing_business,normal,67.42
case_0277,health_inspection,2024-02-09 09:00:00-05:00,inspector_002,complete,existing_business,normal,39.6
case_0277,approved,2024-02-16 09:00:00-05:00,,complete,existing_business,normal,0.0
case_0278,submitted,2024-01-02 09:00:00-05:00,,complete,new_business,low,0.0
case_0278,intake_validation,2024-01-04 09:00:00-05:00,clerk_002,complete,new_business,low,33.65
case_0278,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,new_business,low,0.0
case_0278,review_in_progress,2024-01-08 09:29:48.409949-05:00,reviewer_003,complete,new_business,low,49.65
case_0278,request_additional_info,2024-01-12 09:00:00-05:00,,complete,new_business,low,0.0
case_0278,applicant_provided_info,2024-01-19 09:00:00-05:00,,complete,new_business,low,0.0
case_0278,review_in_progress,2024-01-22 09:00:00-05:00,reviewer_004,complete,new_business,low,69.22
case_0278,health_inspection,2024-01-25 14:11:18.003933-05:00,inspector_002,complete,new_business,low,51.76
case_0278,approved,2024-01-29 09:00:00-05:00,,complete,new_business,low,0.0
case_0279,submitted,2024-01-02 09:00:00-05:00,,complete,new_business,low,0.0
case_0279,intake_validation,2024-01-03 10:57:48.289084-05:00,clerk_001,complete,new_business,low,18.93
case_0279,assigned_to_reviewer,2024-01-05 12:45:11.080688-05:00,,complete,new_business,low,0.0
case_0279,review_in_progress,2024-01-05 12:52:58.274816-05:00,reviewer_001,complete,new_business,low,42.16
case_0279,request_additional_info,2024-01-08 09:00:00-05:00,,complete,new_business,low,0.0
case_0279,applicant_provided_info,2024-01-16 09:00:00-05:00,,complete,new_business,low,0.0
case_0279,review_in_progress,2024-01-19 09:00:00-05:00,reviewer_001,complete,new_business,low,69.52
case_0279,health_inspection,2024-01-22 09:00:00-05:00,inspector_002,complete,new_business,low,59.84
case_0279,approved,2024-01-30 09:00:00-05:00,,complete,new_business,low,0.0
case_0280,submitted,2024-01-02 09:00:00-05:00,,complete,new_business,normal,0.0
case_0280,intake_validation,2024-01-03 10:27:23.352073-05:00,clerk_001,complete,new_business,normal,15.41
case_0280,assigned_to_reviewer,2024-01-05 11:57:24.574024-05:00,,complete,new_business,normal,0.0
case_0280,review_in_progress,2024-01-05 12:25:28.100758-05:00,reviewer_002,complete,new_business,normal,46.12
case_0280,health_inspection,2024-01-11 09:00:00-05:00,inspector_002,complete,new_business,normal,46.06
case_0280,approved,2024-01-16 09:00:00-05:00,,complete,new_business,normal,0.0
case_0281,submitted,2024-01-02 09:00:00-05:00,,complete,new_business,normal,0.0
case_0281,intake_validation,2024-01-04 09:00:00-05:00,clerk_003,complete,new_business,normal,39.99
case_0281,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,new_business,normal,0.0
case_0281,review_in_progress,2024-01-08 09:13:52.598883-05:00,reviewer_001,complete,new_business,normal,40.69
case_0281,request_additional_info,2024-01-11 09:00:00-05:00,,complete,new_business,normal,0.0
case_0281,applicant_provided_info,2024-01-16 09:00:00-05:00,,complete,new_business,normal,0.0
case_0281,review_in_progress,2024-01-19 09:00:00-05:00,reviewer_002,complete,new_business,normal,47.42
case_0281,health_inspection,2024-01-23 15:36:20.984183-05:00,inspector_001,complete,new_business,normal,33.94
case_0281,approved,2024-01-29 09:00:00-05:00,,complete,new_business,normal,0.0
case_0282,submitted,2024-01-02 09:00:00-05:00,,complete,renewal,high,0.0
case_0282,intake_validation,2024-01-03 12:32:16.143009-05:00,clerk_002,complete,renewal,high,48.7
case_0282,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,renewal,high,0.0
case_0282,review_in_progress,2024-01-08 09:18:10.235329-05:00,reviewer_004,complete,renewal,high,51.4
case_0282,health_inspection,2024-01-12 09:00:00-05:00,inspector_003,complete,renewal,high,53.01
case_0282,rejected,2024-01-17 09:10:18.696047-05:00,,complete,renewal,high,0.0
case_0283,submitted,2024-01-02 09:00:00-05:00,,complete,existing_business,normal,0.0
case_0283,intake_validation,2024-01-04 09:00:00-05:00,clerk_002,complete,existing_business,normal,36.62
case_0283,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,existing_business,normal,0.0
case_0283,review_in_progress,2024-01-08 09:07:00.756696-05:00,reviewer_001,complete,existing_business,normal,51.83
case_0283,request_additional_info,2024-01-11 09:00:00-05:00,,complete,existing_business,normal,0.0
case_0283,applicant_provided_info,2024-01-18 09:00:00-05:00,,complete,existing_business,normal,0.0
case_0283,review_in_progress,2024-01-22 09:00:00-05:00,reviewer_001,complete,existing_business,normal,60.7
case_0283,health_inspection,2024-01-26 09:00:00-05:00,inspector_001,complete,existing_business,normal,59.31
case_0283,approved,2024-01-29 09:00:00-05:00,,complete,existing_business,normal,0.0
case_0284,submitted,2024-01-02 09:00:00-05:00,,complete,new_business,low,0.0
case_0284,intake_validation,2024-01-03 13:10:46.267031-05:00,clerk_002,complete,new_business,low,58.23
case_0284,assigned_to_reviewer,2024-01-05 14:20:38.344737-05:00,,complete,new_business,low,0.0
case_0284,review_in_progress,2024-01-05 14:27:09.293257-05:00,reviewer_004,complete,new_business,low,72.37
case_0284,health_inspection,2024-01-09 09:00:00-05:00,inspector_003,complete,new_business,low,52.97
case_0284,approved,2024-01-12 09:00:00-05:00,,complete,new_business,low,0.0
case_0285,submitted,2024-01-02 09:00:00-05:00,,complete,renewal,high,0.0
case_0285,intake_validation,2024-01-04 09:00:00-05:00,clerk_003,complete,renewal,high,57.68
case_0285,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,renewal,high,0.0
case_0285,review_in_progress,2024-01-08 09:15:04.601562-05:00,reviewer_003,complete,renewal,high,53.35
case_0285,health_inspection,2024-01-16 09:00:00-05:00,inspector_002,complete,renewal,high,56.94
case_0285,approved,2024-01-23 16:55:34.069083-05:00,,complete,renewal,high,0.0
case_0286,submitted,2024-01-02 09:00:00-05:00,,complete,renewal,high,0.0
case_0286,intake_validation,2024-01-04 09:00:00-05:00,clerk_001,complete,renewal,high,67.23
case_0286,assigned_to_reviewer,2024-01-05 09:00:00-05:00,,complete,renewal,high,0.0
case_0286,review_in_progress,2024-01-05 09:07:33.417179-05:00,reviewer_004,complete,renewal,high,39.04
case_0286,health_inspection,2024-01-09 09:00:00-05:00,inspector_002,complete,renewal,high,35.86
case_0286,approved,2024-01-16 09:00:00-05:00,,complete,renewal,high,0.0
case_0287,submitted,2024-01-02 09:00:00-05:00,,complete,renewal,normal,0.0
case_0287,intake_validation,2024-01-04 09:00:00-05:00,clerk_001,complete,renewal,normal,58.71
case_0287,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,renewal,normal,0.0
case_0287,review_in_progress,2024-01-08 09:19:42.773357-05:00,reviewer_002,complete,renewal,normal,78.62
case_0287,health_inspection,2024-01-16 09:00:00-05:00,inspector_002,complete,renewal,normal,38.16
case_0287,approved,2024-01-22 09:00:00-05:00,,complete,renewal,normal,0.0
case_0288,submitted,2024-01-02 09:00:00-05:00,,complete,renewal,normal,0.0
case_0288,intake_validation,2024-01-03 16:36:30.564784-05:00,clerk_001,complete,renewal,normal,65.96
case_0288,assigned_to_reviewer,2024-01-05 09:00:00-05:00,,complete,renewal,normal,0.0
case_0288,review_in_progress,2024-01-05 09:07:58.682656-05:00,reviewer_002,complete,renewal,normal,33.68
case_0288,health_inspection,2024-01-11 09:00:00-05:00,inspector_001,complete,renewal,normal,29.33
case_0288,approved,2024-01-16 09:00:00-05:00,,complete,renewal,normal,0.0
case_0289,submitted,2024-01-02 09:00:00-05:00,,complete,existing_business,high,0.0
case_0289,intake_validation,2024-01-03 15:35:13.737682-05:00,clerk_003,complete,existing_business,high,75.06
case_0289,rejected,2024-01-08 09:00:00-05:00,,complete,existing_business,high,0.0
case_0290,submitted,2024-01-02 09:00:00-05:00,,complete,renewal,high,0.0
case_0290,intake_validation,2024-01-04 09:00:00-05:00,clerk_002,complete,renewal,high,49.75
case_0290,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,renewal,high,0.0
case_0290,review_in_progress,2024-01-08 09:24:16.071174-05:00,reviewer_002,complete,renewal,high,53.6
case_0290,request_additional_info,2024-01-16 09:00:00-05:00,,complete,renewal,high,0.0
case_0290,applicant_provided_info,2024-01-22 09:00:00-05:00,,complete,renewal,high,0.0
case_0290,review_in_progress,2024-01-25 09:00:00-05:00,reviewer_002,complete,renewal,high,74.68
case_0290,request_additional_info,2024-01-29 09:00:00-05:00,,complete,renewal,high,0.0
case_0290,applicant_provided_info,2024-01-31 15:10:48.736216-05:00,,complete,renewal,high,0.0
case_0290,review_in_progress,2024-02-05 09:00:00-05:00,reviewer_003,complete,renewal,high,74.88
case_0290,request_additional_info,2024-02-07 09:41:49.355127-05:00,,complete,renewal,high,0.0
case_0290,applicant_provided_info,2024-02-12 09:00:00-05:00,,complete,renewal,high,0.0
case_0290,review_in_progress,2024-02-15 09:00:00-05:00,reviewer_004,complete,renewal,high,75.94
case_0290,health_inspection,2024-02-20 09:00:00-05:00,inspector_003,complete,renewal,high,57.65
case_0290,approved,2024-02-27 09:00:00-05:00,,complete,renewal,high,0.0
case_0291,submitted,2024-01-02 09:00:00-05:00,,complete,renewal,normal,0.0
case_0291,intake_validation,2024-01-04 09:00:00-05:00,clerk_002,complete,renewal,normal,45.93
case_0291,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,renewal,normal,0.0
case_0291,review_in_progress,2024-01-08 09:19:40.101617-05:00,reviewer_004,complete,renewal,normal,55.87
case_0291,request_additional_info,2024-01-12 09:00:00-05:00,,complete,renewal,normal,0.0
case_0291,applicant_provided_info,2024-01-16 09:00:00-05:00,,complete,renewal,normal,0.0
case_0291,review_in_progress,2024-01-18 10:40:04.025474-05:00,reviewer_002,complete,renewal,normal,53.89
case_0291,health_inspection,2024-01-22 11:08:48.265155-05:00,inspector_001,complete,renewal,normal,40.85
case_0291,approved,2024-01-29 09:00:00-05:00,,complete,renewal,normal,0.0
case_0292,submitted,2024-01-02 09:00:00-05:00,,complete,existing_business,normal,0.0
case_0292,intake_validation,2024-01-03 10:39:01.122401-05:00,clerk_003,complete,existing_business,normal,48.93
case_0292,assigned_to_reviewer,2024-01-04 16:53:13.420971-05:00,,complete,existing_business,normal,0.0
case_0292,review_in_progress,2024-01-05 09:00:00-05:00,reviewer_003,complete,existing_business,normal,68.52
case_0292,health_inspection,2024-01-09 09:00:00-05:00,inspector_001,complete,existing_business,normal,42.55
case_0292,approved,2024-01-11 09:00:00-05:00,,complete,existing_business,normal,0.0
case_0293,submitted,2024-01-02 09:00:00-05:00,,complete,renewal,normal,0.0
case_0293,intake_validation,2024-01-04 09:00:00-05:00,clerk_002,complete,renewal,normal,49.01
case_0293,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,renewal,normal,0.0
case_0293,review_in_progress,2024-01-08 09:23:04.773024-05:00,reviewer_003,complete,renewal,normal,37.68
case_0293,health_inspection,2024-01-16 09:00:00-05:00,inspector_003,complete,renewal,normal,48.26
case_0293,approved,2024-01-23 09:00:00-05:00,,complete,renewal,normal,0.0
case_0294,submitted,2024-01-02 09:00:00-05:00,,complete,new_business,high,0.0
case_0294,intake_validation,2024-01-04 09:00:00-05:00,clerk_002,complete,new_business,high,33.49
case_0294,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,new_business,high,0.0
case_0294,review_in_progress,2024-01-08 09:23:20.269520-05:00,reviewer_002,complete,new_business,high,69.01
case_0294,health_inspection,2024-01-16 09:00:00-05:00,inspector_003,complete,new_business,high,49.09
case_0294,approved,2024-01-19 09:00:00-05:00,,complete,new_business,high,0.0
case_0295,submitted,2024-01-02 09:00:00-05:00,,complete,new_business,normal,0.0
case_0295,intake_validation,2024-01-04 09:00:00-05:00,clerk_002,complete,new_business,normal,49.25
case_0295,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,new_business,normal,0.0
case_0295,review_in_progress,2024-01-08 09:28:00.677245-05:00,reviewer_004,complete,new_business,normal,20.49
case_0295,health_inspection,2024-01-12 09:00:00-05:00,inspector_001,complete,new_business,normal,57.84
case_0295,approved,2024-01-18 09:00:00-05:00,,complete,new_business,normal,0.0
case_0296,submitted,2024-01-02 09:00:00-05:00,,complete,new_business,low,0.0
case_0296,intake_validation,2024-01-04 09:00:00-05:00,clerk_001,complete,new_business,low,47.45
case_0296,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,new_business,low,0.0
case_0296,review_in_progress,2024-01-08 09:14:35.645265-05:00,reviewer_001,complete,new_business,low,45.25
case_0296,request_additional_info,2024-01-11 09:00:00-05:00,,complete,new_business,low,0.0
case_0296,applicant_provided_info,2024-01-16 09:00:00-05:00,,complete,new_business,low,0.0
case_0296,review_in_progress,2024-01-19 09:00:00-05:00,reviewer_002,complete,new_business,low,40.67
case_0296,request_additional_info,2024-01-22 09:00:00-05:00,,complete,new_business,low,0.0
case_0296,withdrawn,2024-01-29 09:00:00-05:00,,complete,new_business,low,0.0
case_0297,submitted,2024-01-02 09:00:00-05:00,,complete,new_business,normal,0.0
case_0297,intake_validation,2024-01-04 09:00:00-05:00,clerk_002,complete,new_business,normal,57.93
case_0297,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,new_business,normal,0.0
case_0297,review_in_progress,2024-01-08 09:25:55.848960-05:00,reviewer_001,complete,new_business,normal,70.85
case_0297,health_inspection,2024-01-10 13:50:32.486507-05:00,inspector_002,complete,new_business,normal,53.79
case_0297,approved,2024-01-16 09:00:00-05:00,,complete,new_business,normal,0.0
case_0298,submitted,2024-01-02 09:00:00-05:00,,complete,new_business,normal,0.0
case_0298,intake_validation,2024-01-04 09:00:00-05:00,clerk_002,complete,new_business,normal,59.49
case_0298,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,new_business,normal,0.0
case_0298,review_in_progress,2024-01-08 09:21:35.920794-05:00,reviewer_001,complete,new_business,normal,52.49
case_0298,health_inspection,2024-01-11 09:00:00-05:00,inspector_002,complete,new_business,normal,62.46
case_0298,approved,2024-01-22 09:00:00-05:00,,complete,new_business,normal,0.0
case_0299,submitted,2024-01-02 09:00:00-05:00,,complete,renewal,normal,0.0
case_0299,intake_validation,2024-01-04 09:00:00-05:00,clerk_003,complete,renewal,normal,45.33
case_0299,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,renewal,normal,0.0
case_0299,review_in_progress,2024-01-08 09:26:26.238066-05:00,reviewer_002,complete,renewal,normal,37.36
case_0299,health_inspection,2024-01-16 09:00:00-05:00,inspector_002,complete,renewal,normal,52.2
case_0299,approved,2024-01-25 09:00:00-05:00,,complete,renewal,normal,0.0
case_0300,submitted,2024-01-02 09:00:00-05:00,,complete,renewal,normal,0.0
case_0300,intake_validation,2024-01-04 09:00:00-05:00,clerk_001,complete,renewal,normal,69.84
case_0300,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,renewal,normal,0.0
case_0300,review_in_progress,2024-01-08 09:10:54.314875-05:00,reviewer_004,complete,renewal,normal,20.44
case_0300,health_inspection,2024-01-16 09:00:00-05:00,inspector_002,complete,renewal,normal,29.06
case_0300,rejected,2024-01-23 14:55:36.240295-05:00,,complete,renewal,normal,0.0
case_0301,submitted,2024-01-02 09:00:00-05:00,,complete,new_business,normal,0.0
case_0301,intake_validation,2024-01-04 09:00:00-05:00,clerk_001,complete,new_business,normal,18.33
case_0301,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,new_business,normal,0.0
case_0301,review_in_progress,2024-01-08 09:23:16.083196-05:00,reviewer_002,complete,new_business,normal,42.01
case_0301,health_inspection,2024-01-12 10:42:43.139097-05:00,inspector_003,complete,new_business,normal,58.87
case_0301,approved,2024-01-17 09:00:00-05:00,,complete,new_business,normal,0.0
case_0302,submitted,2024-01-02 09:00:00-05:00,,complete,renewal,normal,0.0
case_0302,intake_validation,2024-01-04 09:00:00-05:00,clerk_001,complete,renewal,normal,54.18
case_0302,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,renewal,normal,0.0
case_0302,review_in_progress,2024-01-08 09:11:52.691940-05:00,reviewer_002,complete,renewal,normal,46.4
case_0302,request_additional_info,2024-01-16 09:00:00-05:00,,complete,renewal,normal,0.0
case_0302,withdrawn,2024-01-18 09:00:00-05:00,,complete,renewal,normal,0.0
case_0303,submitted,2024-01-02 09:00:00-05:00,,complete,existing_business,low,0.0
case_0303,intake_validation,2024-01-04 09:00:00-05:00,clerk_003,complete,existing_business,low,65.96
case_0303,rejected,2024-01-08 09:00:00-05:00,,complete,existing_business,low,0.0
case_0304,submitted,2024-01-02 09:00:00-05:00,,complete,renewal,high,0.0
case_0304,intake_validation,2024-01-04 09:00:00-05:00,clerk_001,complete,renewal,high,48.31
case_0304,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,renewal,high,0.0
case_0304,review_in_progress,2024-01-08 09:20:32.676514-05:00,reviewer_001,complete,renewal,high,38.55
case_0304,health_inspection,2024-01-10 16:36:58.728390-05:00,inspector_001,complete,renewal,high,25.89
case_0304,rejected,2024-01-16 09:00:00-05:00,,complete,renewal,high,0.0
case_0305,submitted,2024-01-02 09:00:00-05:00,,complete,existing_business,normal,0.0
case_0305,intake_validation,2024-01-04 09:00:00-05:00,clerk_002,complete,existing_business,normal,49.89
case_0305,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,existing_business,normal,0.0
case_0305,review_in_progress,2024-01-08 09:19:34.476373-05:00,reviewer_002,complete,existing_business,normal,48.9
case_0305,health_inspection,2024-01-16 09:00:00-05:00,inspector_002,complete,existing_business,normal,83.14
case_0305,rejected,2024-01-23 09:00:00-05:00,,complete,existing_business,normal,0.0
case_0306,submitted,2024-01-02 09:00:00-05:00,,complete,new_business,normal,0.0
case_0306,intake_validation,2024-01-04 09:00:00-05:00,clerk_002,complete,new_business,normal,43.0
case_0306,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,new_business,normal,0.0
case_0306,review_in_progress,2024-01-08 09:12:06.174770-05:00,reviewer_004,complete,new_business,normal,29.57
case_0306,request_additional_info,2024-01-16 09:00:00-05:00,,complete,new_business,normal,0.0
case_0306,withdrawn,2024-01-22 09:00:00-05:00,,complete,new_business,normal,0.0
case_0307,submitted,2024-01-02 09:00:00-05:00,,complete,renewal,normal,0.0
case_0307,intake_validation,2024-01-04 09:00:00-05:00,clerk_002,complete,renewal,normal,55.5
case_0307,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,renewal,normal,0.0
case_0307,review_in_progress,2024-01-08 09:15:11.215599-05:00,reviewer_002,complete,renewal,normal,39.95
case_0307,health_inspection,2024-01-16 09:00:00-05:00,inspector_002,complete,renewal,normal,52.3
case_0307,rejected,2024-01-19 09:00:00-05:00,,complete,renewal,normal,0.0
case_0308,submitted,2024-01-02 09:00:00-05:00,,complete,renewal,normal,0.0
case_0308,intake_validation,2024-01-04 09:00:00-05:00,clerk_001,complete,renewal,normal,36.41
case_0308,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,renewal,normal,0.0
case_0308,review_in_progress,2024-01-08 09:23:35.580820-05:00,reviewer_002,complete,renewal,normal,47.16
case_0308,health_inspection,2024-01-12 14:16:59.749549-05:00,inspector_003,complete,renewal,normal,40.45
case_0308,approved,2024-01-16 09:00:00-05:00,,complete,renewal,normal,0.0
case_0309,submitted,2024-01-02 09:00:00-05:00,,complete,renewal,normal,0.0
case_0309,intake_validation,2024-01-04 09:00:00-05:00,clerk_002,complete,renewal,normal,56.12
case_0309,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,renewal,normal,0.0
case_0309,review_in_progress,2024-01-08 09:14:12.698762-05:00,reviewer_002,complete,renewal,normal,43.35
case_0309,health_inspection,2024-01-16 09:00:00-05:00,inspector_003,complete,renewal,normal,69.8
case_0309,approved,2024-01-23 09:00:00-05:00,,complete,renewal,normal,0.0
case_0310,submitted,2024-01-02 09:00:00-05:00,,complete,renewal,normal,0.0
case_0310,intake_validation,2024-01-04 09:00:00-05:00,clerk_002,complete,renewal,normal,50.9
case_0310,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,renewal,normal,0.0
case_0310,review_in_progress,2024-01-08 09:27:21.819162-05:00,reviewer_004,complete,renewal,normal,70.68
case_0310,health_inspection,2024-01-11 12:53:54.809130-05:00,inspector_001,complete,renewal,normal,41.96
case_0310,approved,2024-01-16 09:00:00-05:00,,complete,renewal,normal,0.0
case_0311,submitted,2024-01-02 09:00:00-05:00,,complete,new_business,high,0.0
case_0311,intake_validation,2024-01-04 09:00:00-05:00,clerk_001,complete,new_business,high,41.36
case_0311,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,new_business,high,0.0
case_0311,review_in_progress,2024-01-08 09:17:24.287176-05:00,reviewer_001,complete,new_business,high,23.83
case_0311,request_additional_info,2024-01-12 09:00:00-05:00,,complete,new_business,high,0.0
case_0311,applicant_provided_info,2024-01-16 09:00:00-05:00,,complete,new_business,high,0.0
case_0311,review_in_progress,2024-01-18 10:05:53.170089-05:00,reviewer_002,complete,new_business,high,30.75
case_0311,health_inspection,2024-01-23 09:00:00-05:00,inspector_002,complete,new_business,high,57.03
case_0311,rejected,2024-02-01 09:00:00-05:00,,complete,new_business,high,0.0
case_0312,submitted,2024-01-02 09:00:00-05:00,,complete,renewal,high,0.0
case_0312,intake_validation,2024-01-03 16:03:09.760885-05:00,clerk_001,complete,renewal,high,30.62
case_0312,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,renewal,high,0.0
case_0312,review_in_progress,2024-01-08 09:25:07.421895-05:00,reviewer_003,complete,renewal,high,47.54
case_0312,health_inspection,2024-01-12 09:00:00-05:00,inspector_002,complete,renewal,high,66.52
case_0312,approved,2024-01-16 09:00:00-05:00,,complete,renewal,high,0.0
case_0313,submitted,2024-01-02 09:00:00-05:00,,complete,existing_business,low,0.0
case_0313,intake_validation,2024-01-04 09:00:00-05:00,clerk_003,complete,existing_business,low,64.69
case_0313,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,existing_business,low,0.0
case_0313,review_in_progress,2024-01-08 09:12:10.985101-05:00,reviewer_004,complete,existing_business,low,55.8
case_0313,health_inspection,2024-01-12 12:37:40.361948-05:00,inspector_002,complete,existing_business,low,55.66
case_0313,approved,2024-01-22 09:00:00-05:00,,complete,existing_business,low,0.0
case_0314,submitted,2024-01-02 09:00:00-05:00,,complete,new_business,normal,0.0
case_0314,intake_validation,2024-01-04 09:00:00-05:00,clerk_002,complete,new_business,normal,37.91
case_0314,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,new_business,normal,0.0
case_0314,review_in_progress,2024-01-08 09:08:46.593550-05:00,reviewer_001,complete,new_business,normal,34.99
case_0314,request_additional_info,2024-01-11 11:10:20.995624-05:00,,complete,new_business,normal,0.0
case_0314,applicant_provided_info,2024-01-16 09:00:00-05:00,,complete,new_business,normal,0.0
case_0314,review_in_progress,2024-01-19 09:00:00-05:00,reviewer_003,complete,new_business,normal,55.36
case_0314,health_inspection,2024-01-23 09:00:00-05:00,inspector_001,complete,new_business,normal,50.06
case_0314,approved,2024-01-26 09:00:00-05:00,,complete,new_business,normal,0.0
case_0315,submitted,2024-01-02 09:00:00-05:00,,complete,new_business,normal,0.0
case_0315,intake_validation,2024-01-04 09:00:00-05:00,clerk_002,complete,new_business,normal,72.05
case_0315,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,new_business,normal,0.0
case_0315,review_in_progress,2024-01-08 09:20:26.110196-05:00,reviewer_003,complete,new_business,normal,78.32
case_0315,request_additional_info,2024-01-16 09:00:00-05:00,,complete,new_business,normal,0.0
case_0315,withdrawn,2024-01-19 09:00:00-05:00,,complete,new_business,normal,0.0
case_0316,submitted,2024-01-02 09:00:00-05:00,,complete,renewal,high,0.0
case_0316,intake_validation,2024-01-04 09:00:00-05:00,clerk_002,complete,renewal,high,45.86
case_0316,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,renewal,high,0.0
case_0316,review_in_progress,2024-01-08 09:11:03.282843-05:00,reviewer_004,complete,renewal,high,36.02
case_0316,request_additional_info,2024-01-12 11:46:03.288961-05:00,,complete,renewal,high,0.0
case_0316,applicant_provided_info,2024-01-16 09:00:00-05:00,,complete,renewal,high,0.0
case_0316,review_in_progress,2024-01-19 09:00:00-05:00,reviewer_003,complete,renewal,high,76.73
case_0316,request_additional_info,2024-01-23 09:00:00-05:00,,complete,renewal,high,0.0
case_0316,applicant_provided_info,2024-01-30 09:00:00-05:00,,complete,renewal,high,0.0
case_0316,review_in_progress,2024-02-02 09:00:00-05:00,reviewer_002,complete,renewal,high,12.47
case_0316,request_additional_info,2024-02-07 09:38:15.507871-05:00,,complete,renewal,high,0.0
case_0316,applicant_provided_info,2024-02-12 09:00:00-05:00,,complete,renewal,high,0.0
case_0316,review_in_progress,2024-02-15 09:00:00-05:00,reviewer_004,complete,renewal,high,63.84
case_0316,health_inspection,2024-02-20 09:00:00-05:00,inspector_002,complete,renewal,high,30.9
case_0316,approved,2024-02-26 09:00:00-05:00,,complete,renewal,high,0.0
case_0317,submitted,2024-01-02 09:00:00-05:00,,complete,new_business,normal,0.0
case_0317,intake_validation,2024-01-04 09:00:00-05:00,clerk_002,complete,new_business,normal,58.46
case_0317,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,new_business,normal,0.0
case_0317,review_in_progress,2024-01-08 09:28:13.418885-05:00,reviewer_004,complete,new_business,normal,49.39
case_0317,health_inspection,2024-01-11 09:00:00-05:00,inspector_002,complete,new_business,normal,16.96
case_0317,approved,2024-01-17 12:08:34.463819-05:00,,complete,new_business,normal,0.0
case_0318,submitted,2024-01-02 09:00:00-05:00,,complete,existing_business,normal,0.0
case_0318,intake_validation,2024-01-04 09:00:00-05:00,clerk_002,complete,existing_business,normal,28.03
case_0318,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,existing_business,normal,0.0
case_0318,review_in_progress,2024-01-08 09:24:39.932368-05:00,reviewer_003,complete,existing_business,normal,46.56
case_0318,health_inspection,2024-01-11 11:51:30.068470-05:00,inspector_002,complete,existing_business,normal,71.56
case_0318,approved,2024-01-18 09:00:00-05:00,,complete,existing_business,normal,0.0
case_0319,submitted,2024-01-02 09:00:00-05:00,,complete,new_business,normal,0.0
case_0319,intake_validation,2024-01-04 09:00:00-05:00,clerk_001,complete,new_business,normal,28.53
case_0319,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,new_business,normal,0.0
case_0319,review_in_progress,2024-01-08 09:07:31.437554-05:00,reviewer_004,complete,new_business,normal,52.14
case_0319,health_inspection,2024-01-11 09:00:00-05:00,inspector_002,complete,new_business,normal,23.28
case_0319,approved,2024-01-16 11:53:27.175201-05:00,,complete,new_business,normal,0.0
case_0320,submitted,2024-01-02 09:00:00-05:00,,complete,new_business,normal,0.0
case_0320,intake_validation,2024-01-04 09:00:00-05:00,clerk_003,complete,new_business,normal,43.78
case_0320,assigned_to_reviewer,2024-01-08 09:00:00-05:00,,complete,new_business,normal,0.0
case_0320,review_in_progress,2024-01-08 09:19:18.799347-05:00,reviewer_001,complete,new_business,normal,57.03
